patternName,concurrency,memorySize,averageRps,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
debug1,-1,1216.0,4.08,4854.85625,424,170,4071.90354,4088.3,4.09,12.614047138,15.218
medwave20,20,2496.0,8.18,12840.50625,9925,21,4728.70273,5267.9,9.53,7.85459199678,15.227
kill15,20,1728.0,4.61,5489.775,4235,19,2957.24856,3253.2,4.75,7.79152726845,16.866
debug1,8,1728.0,5.0,542.025,314,7,301.93159,321.2,5.01,8.34975077882,15.24
med15,2,2496.0,3.66,4162.51875,3341,1,1540.63276,1707.7,3.79,7.74801017355,15.237
med15,8,1728.0,9.07,10023.91875,8299,7,5386.98658,5940.1,9.49,7.83542342885,15.591
kill15,30,1728.0,4.61,5748.6375,4235,29,3106.88525,3406.6,4.75,7.77838766417,16.236
med15,2,1984.0,3.08,3323.975,2812,1,1581.15486,1715.6,3.16,7.62177639531,15.359
ramp20,8,1728.0,9.97,14613.75,12137,7,7865.40601,8660.0,11.51,7.83869285244,15.252
ramp20,30,2496.0,10.31,16178.90625,12521,29,5936.19953,6637.5,11.89,7.83979856574,15.78
medwave20,10,1472.0,8.05,11623.3375,9863,9,7482.69774,8085.8,9.44,7.81758083468,16.042
med15,40,2240.0,9.14,10580.5,8358,39,4639.77088,4836.8,9.49,7.90704537335,15.208
kill15,30,1472.0,4.59,5716.21875,4939,29,3651.86016,3976.5,4.75,7.76455877617,15.246
debug1,8,1472.0,4.67,505.1375,289,7,335.49152,351.4,4.68,8.44812837838,15.27
debug1,20,2752.0,5.46,1087.63125,351,19,386.48644,404.7,5.46,8.09263243243,17.878
med15,6,2240.0,9.1,9759.09375,8284,5,4214.44217,4461.3,9.46,7.78073663892,15.347
kill15,4,1728.0,4.56,5058.28125,4180,3,2713.15179,2997.5,4.71,7.64806167822,16.228
medwave20,-1,2496.0,8.19,15345.525,10018,97,5730.67632,6295.6,9.51,7.75552575383,16.067
ramp20,40,2240.0,10.28,15235.5,12519,41,6664.2548,6964.8,11.91,7.87828200637,15.244
high15,30,2496.0,11.36,13624.89375,10359,29,4990.09387,5589.7,11.88,7.83400327301,16.059
med15,8,1984.0,9.14,9917.86875,8327,7,4708.89218,5118.9,9.51,7.79963858891,16.125
ramp20,10,1216.0,9.32,12998.375,11503,10,10533.34056,10946.0,10.13,7.69612420742,15.535
ramp20,15,3008.0,10.31,15589.01875,12484,16,4954.78168,5306.9,11.91,7.86336,15.203
medwave20,20,3008.0,8.2,12530.49375,9944,19,3953.44958,4265.7,9.54,7.77233283148,15.284
high15,4,1216.0,4.0,4189.5,3728,3,3417.79059,3528.0,4.25,7.73344116859,15.422
high15,4,1984.0,6.4,6936.25,5841,3,3314.18058,3580.0,6.63,7.67744815195,15.19
debug1,2,2752.0,3.27,300.19375,197,1,95.35284,111.7,3.28,7.97915656566,15.183
high15,15,1728.0,11.26,12556.85625,10291,14,6746.29323,7441.1,11.88,7.9083869966,15.452
high15,30,1728.0,11.28,13025.98125,10333,31,6983.84704,7719.1,11.86,7.92008587418,15.318
med15,30,1216.0,8.97,9861.59375,8288,29,8031.86147,8304.5,9.39,7.76918708669,16.584
debug1,40,3008.0,5.67,1920.5375,384,39,642.38382,653.8,5.68,7.37342789598,15.171
highwave20,30,1728.0,9.28,14102.60625,11317,29,7583.92801,8357.1,11.84,7.89590939538,15.629
medwave20,-1,1984.0,8.14,14242.95,9988,102,6847.16334,7351.2,9.48,7.73447066402,15.301
highwave20,20,2496.0,9.34,14448.525,11339,53,5288.25463,5927.6,11.86,7.80388132022,15.208
high15,10,2240.0,11.36,11978.75,10333,9,5228.11472,5476.0,11.84,7.81117752852,15.371
med15,4,2240.0,7.02,7523.6875,6389,3,3243.36323,3439.4,7.29,7.67840253442,15.223
kill15,8,3008.0,4.67,5381.20625,4258,7,1708.18794,1831.9,4.76,8.00545627198,15.155
kill15,-1,1472.0,4.59,7122.38125,4292,86,4696.61669,4954.7,4.73,8.00826267702,16.116
debug1,4,1728.0,3.95,367.2,242,3,201.87166,217.6,3.95,8.05834693878,15.129
ramp20,-1,2496.0,10.28,18471.375,12550,98,6870.99391,7578.0,11.88,7.83768074004,15.767
kill15,-1,3008.0,4.67,6791.79375,4287,44,2176.13123,2312.1,4.76,7.93088709305,15.229
med15,2,1728.0,2.68,2958.1875,2456,1,1585.23266,1753.0,2.78,7.70347944648,15.309
debug1,10,1472.0,4.73,565.36875,298,9,376.67667,393.3,4.73,8.39528338762,15.203
highwave20,10,1216.0,8.36,11678.23125,10319,9,9428.36386,9834.3,10.19,7.83540443455,16.386
kill15,30,1216.0,4.53,5352.18125,4212,29,4386.64055,4507.1,4.71,7.96853925961,15.22
debug1,6,2496.0,5.4,559.65,328,5,211.98346,229.6,5.4,7.91608708709,15.238
debug1,-1,1472.0,4.73,4039.95,423,140,2784.73369,2810.4,4.73,12.1785044405,16.389
debug1,6,1216.0,3.52,385.7,226,5,315.0475,324.8,3.53,7.97937662338,15.182
medwave20,6,2496.0,8.16,12309.8625,9889,5,4538.14234,5050.2,9.48,7.8151552456,15.233
highwave20,-1,1728.0,9.31,16581.20625,11444,120,9030.93555,9825.9,11.86,8.02657333103,15.333
ramp20,30,1728.0,10.22,15561.1125,12471,30,8370.13295,9221.4,11.83,7.87036781058,16.48
ramp20,20,2752.0,10.29,16586.7125,12478,22,5365.02728,6171.8,11.89,7.81932608,17.684
highwave20,4,2752.0,7.65,12169.0,9269,4,3855.412,4528.0,8.73,7.67157737518,15.626
debug1,8,3008.0,5.67,673.8625,345,7,219.68077,229.4,5.68,8.32363636364,15.097
kill15,20,2752.0,4.67,5927.0125,4259,19,1968.35639,2205.4,4.76,7.71176460963,15.219
ramp20,15,2240.0,10.28,14950.6875,12492,19,6478.64808,6834.6,11.86,7.83973359444,15.595
debug1,30,1984.0,5.33,1138.0875,348,29,569.02225,587.4,5.33,7.89809549072,15.203
high15,40,1984.0,11.34,13145.74375,10366,40,6261.87802,6784.9,11.84,7.91623842014,15.37
highwave20,15,2240.0,9.35,13356.875,11355,14,5822.37455,6106.0,11.89,7.81272504178,15.231
med15,8,3008.0,9.21,10308.275,8364,8,3253.13533,3509.2,9.51,8.01577806976,15.293
highwave20,8,2496.0,9.34,14128.2375,11322,7,5177.98148,5796.2,11.88,7.81655777209,16.017
highwave20,6,2496.0,9.15,13823.55,11095,7,5047.71372,5671.2,11.61,7.71758106647,15.402
high15,4,1728.0,5.63,6200.04375,5151,3,3333.41694,3674.1,5.81,7.66152425301,16.358
med15,-1,1728.0,9.09,13001.00625,8420,120,7115.19246,7704.3,9.49,8.07211686183,15.314
ramp20,40,3008.0,10.29,16492.00625,12485,41,5262.16257,5614.3,11.91,7.9333953377,15.248
debug1,2,1984.0,2.6,211.9625,159,1,101.67393,109.4,2.6,7.99636875,15.196
med15,15,2752.0,9.17,11317.0625,8339,14,3606.71391,4211.0,9.53,7.8254969472,15.764
med15,10,1472.0,9.05,9773.99375,8289,9,6296.95535,6799.3,9.46,7.84615726681,15.262
highwave20,4,1728.0,5.56,8137.63125,6777,3,4385.64145,4822.3,5.88,7.68545914454,15.365
high15,2,2752.0,4.36,5159.19375,3964,1,1640.09067,1919.7,4.5,7.64140277427,15.165
kill15,10,2240.0,4.64,5168.40625,4241,9,2232.26261,2362.7,4.76,7.76574847059,15.178
highwave20,15,1984.0,9.31,13652.7875,11342,14,6513.5313,7046.6,11.88,7.81541150053,15.328
debug1,8,2752.0,5.5,678.8625,341,7,231.15058,252.6,5.51,8.20864655172,15.116
med15,20,1984.0,9.14,10251.11875,8349,20,4850.51147,5290.9,9.48,7.82956864619,15.621
medwave20,30,3008.0,8.18,12980.225,9931,29,4120.83896,4418.8,9.53,7.96229186747,15.228
kill15,6,3008.0,4.67,5538.65625,5132,5,1680.99008,1885.5,4.76,7.87002452793,15.165
high15,8,1472.0,9.22,9940.74375,8447,7,6418.51635,6915.3,9.73,7.71683049444,15.469
high15,30,2752.0,11.38,14255.575,10356,29,4616.22565,5304.4,11.89,7.88912893597,15.826
debug1,2,2496.0,2.96,252.525,179,1,93.50458,103.6,2.96,7.89503333333,15.09
med15,30,2240.0,9.18,10209.71875,8373,29,4479.52406,4667.3,9.49,7.78564686979,15.253
medwave20,8,2496.0,8.18,12405.9,9925,7,4536.49987,5089.6,9.53,7.91157712445,15.245
highwave20,30,2240.0,9.33,13670.78125,11359,29,5971.5289,6249.5,11.86,7.75291657885,15.811
medwave20,40,3008.0,8.21,13393.2375,9968,39,4274.60219,4559.4,9.51,7.91144288998,15.204
high15,2,1984.0,3.21,3505.51875,2938,2,1680.8219,1809.3,3.36,7.67639455782,15.333
med15,2,2240.0,3.6,3806.90625,3281,1,1655.37648,1740.3,3.71,7.6543622791,15.192
kill15,20,1216.0,4.5,5171.68125,4196,19,4194.40676,4355.1,4.7,7.96006429419,15.337
debug1,4,1216.0,2.5,254.8375,160,3,209.12882,214.6,2.51,8.15956441718,15.16
high15,2,2496.0,3.82,4319.49375,3476,1,1589.36466,1772.1,3.93,7.65175754961,15.255
kill15,6,1728.0,4.61,5146.875,4223,5,2769.88051,3050.0,4.73,7.75241508988,15.771
med15,4,1472.0,4.56,4933.64375,4194,3,3200.82785,3432.1,4.71,7.62083130808,15.323
highwave20,2,1216.0,1.94,2819.00625,2437,2,2249.16207,2373.9,2.1,7.72370438704,15.214
medwave20,30,1216.0,8.0,11547.60625,9878,29,9399.40256,9724.3,9.39,7.93371686686,15.809
medwave20,30,2496.0,8.18,13087.425,9935,29,4814.83317,5369.2,9.53,7.85845032116,15.335
ramp20,6,1984.0,9.21,13256.95625,11185,5,6317.46598,6842.3,9.74,7.65444673816,15.746
med15,20,2752.0,9.18,11551.95,8358,20,3686.44288,4298.4,9.53,7.78851145858,15.547
medwave20,-1,1472.0,8.08,15149.38125,10010,142,9931.00433,10538.7,9.48,8.00844877857,15.326
debug1,40,1216.0,4.08,1328.21875,288,39,1109.21902,1118.5,4.09,9.52444648318,15.178
ramp20,30,1216.0,10.06,14407.225,12430,29,11728.28612,12132.4,11.68,7.88299036841,15.412
debug1,40,1984.0,5.41,1411.08125,369,39,707.6283,728.3,5.41,8.0333627451,15.156
med15,40,1472.0,9.06,10687.38125,9228,39,6832.42002,7434.7,9.44,7.88680608611,16.116
ramp20,40,1472.0,10.21,15385.85,12495,40,9931.28751,10703.2,11.84,7.87768727563,15.814
kill15,2,1728.0,2.33,2560.78125,2136,1,1376.98906,1517.5,2.4,7.60014178755,15.18
medwave20,2,1472.0,2.31,3312.8625,2838,1,2151.65481,2304.6,2.4,7.58885945756,15.217
high15,4,2240.0,6.87,7364.0,6252,3,3177.34154,3366.4,7.09,7.69334100719,15.421
med15,2,2752.0,4.22,4807.4,3846,2,1583.34318,1788.8,4.45,7.70737214137,15.187
debug1,40,2752.0,5.61,1805.4625,376,39,648.7344,671.8,5.61,8.09681927711,15.116
kill15,8,1984.0,4.64,5164.79375,4234,8,2470.36362,2665.7,4.75,7.76443422914,15.211
medwave20,4,1216.0,3.92,5407.51875,4873,3,4426.20017,4553.7,4.13,7.71450697293,15.962
debug1,10,1728.0,5.04,600.75,312,9,335.56001,356.0,5.04,8.72020560748,15.163
ramp20,6,2496.0,10.12,15289.95,12265,7,5620.15835,6272.8,11.59,7.78699837027,15.204
ramp20,15,1984.0,10.23,15033.45,12463,17,7159.4101,7759.2,11.83,7.87907796474,16.208
debug1,4,1472.0,3.25,308.63125,200,3,202.80399,214.7,3.26,8.02363546798,15.409
kill15,8,2752.0,4.67,5866.00625,4246,7,1843.4141,2182.7,4.76,7.70561862215,15.167
medwave20,15,2240.0,8.17,11830.65625,9934,15,5141.08656,5408.3,9.51,7.84764478842,15.255
medwave20,8,2240.0,8.15,11565.53125,9907,7,5030.92974,5287.1,9.49,7.87959037724,15.304
medwave20,4,1728.0,5.35,7864.425,6531,4,4213.43775,4660.4,5.56,7.68244912012,15.538
high15,6,1984.0,9.32,10168.19375,8509,7,4833.3697,5248.1,9.81,7.72404239079,15.291
debug1,15,2496.0,5.42,863.3625,338,14,337.05808,354.2,5.43,8.01325,15.11
ramp20,6,2752.0,10.27,15719.725,12435,5,5119.50757,5849.2,11.88,7.74467901929,15.309
high15,15,1472.0,11.22,12155.7875,10276,14,7892.8939,8456.2,11.83,7.82229484937,27.918
med15,4,2752.0,7.88,9415.65625,7148,3,2980.96685,3503.5,8.21,7.60716347364,15.197
med15,-1,2496.0,9.16,13408.6875,8442,98,5011.73255,5501.0,9.48,7.85083466042,15.415
med15,20,1728.0,9.06,10338.46875,8304,19,5560.57502,6126.5,9.46,7.88668076415,15.338
high15,10,1984.0,11.32,12354.46875,10326,10,5882.96368,6376.5,11.84,7.83583601006,16.162
ramp20,15,2496.0,10.28,15835.95,12472,17,5814.22863,6496.8,11.89,7.92684642485,15.237
high15,40,1728.0,11.31,13219.70625,10354,41,7116.06978,7833.9,11.88,7.88997489177,15.622
highwave20,20,3008.0,9.38,14280.3625,11371,20,4535.57679,4861.4,11.89,7.81972364147,15.736
medwave20,2,1984.0,3.01,4339.225,3672,1,2071.93973,2239.6,3.18,7.65678872856,15.167
med15,6,2496.0,9.14,10393.74375,8311,6,3814.71347,4264.1,9.49,7.82845653481,16.107
ramp20,2,2496.0,3.78,5667.675,4577,1,2085.36209,2325.2,3.95,7.69324792486,15.333
medwave20,8,1728.0,8.1,11814.69375,9860,7,6333.13466,7001.3,9.46,7.91361173609,16.064
med15,10,2496.0,9.17,10533.9,8340,9,3868.56802,4321.6,9.51,7.9566241466,15.239
med15,15,1728.0,9.03,10306.2375,8277,19,5562.40934,6107.4,9.48,7.86424349084,15.279
medwave20,-1,3008.0,8.19,15311.425,9995,90,4916.69123,5212.4,9.51,7.95563113535,15.258
medwave20,40,2752.0,8.2,14069.33125,9971,39,4580.11692,5235.1,9.53,7.82812257742,15.697
medwave20,2,3008.0,4.54,6667.83125,5495,1,2125.07502,2269.9,4.66,7.65619959971,15.288
ramp20,4,2496.0,7.46,11266.36875,9048,3,4149.08975,4622.1,7.83,7.67111877141,15.186
highwave20,8,1984.0,9.3,13386.9625,11298,7,6341.57008,6909.4,11.88,7.74163945157,15.345
kill15,30,1984.0,4.64,5729.1875,4265,29,2743.59969,2957.0,4.75,7.79325221239,15.304
high15,6,2240.0,10.04,10579.84375,9284,6,4608.8719,4836.5,10.59,7.67979612487,18.491
kill15,6,2240.0,4.64,4950.96875,4234,5,2163.63234,2263.3,4.76,7.74928214201,15.295
highwave20,2,1472.0,2.38,3408.3125,2924,1,2200.47585,2371.0,2.54,7.6177842735,15.269
high15,6,3008.0,11.36,12537.8375,10308,5,3986.09381,4268.2,11.93,7.82200785416,15.427
medwave20,6,1472.0,6.83,9796.13125,8359,6,6307.53648,6814.7,7.11,7.68506778243,15.64
medwave20,2,2752.0,4.12,6585.45,4988,1,2071.683,2450.4,4.34,7.66268169974,15.322
ramp20,10,1472.0,10.14,14540.6,12388,9,9386.1469,10115.2,11.73,7.81183520207,15.283
ramp20,4,1216.0,3.99,5565.3375,4963,3,4508.85188,4686.6,4.2,7.67951006847,15.87
kill15,6,2496.0,4.65,5355.91875,4235,5,1952.66747,2197.3,4.76,7.76568160377,16.225
debug1,30,3008.0,5.67,1494.89375,374,32,496.20136,508.9,5.68,7.98380788177,15.292
med15,6,3008.0,9.21,10238.95,8363,5,3248.19974,3485.6,9.54,7.80998458413,15.173
med15,2,3008.0,4.58,5028.11875,4159,1,1591.70709,1711.7,4.7,7.66891658654,15.258
debug1,30,1472.0,4.7,1093.3625,319,29,740.43729,760.6,4.7,9.31318390805,15.177
debug1,20,3008.0,5.63,1137.10625,355,19,375.62336,387.1,5.63,8.0581631016,15.166
medwave20,20,2752.0,8.19,13222.5,9935,19,4292.04714,4920.0,9.51,7.750724131,15.348
high15,8,1984.0,11.27,12212.8375,10276,7,5810.13442,6303.4,11.81,7.75802849363,15.353
high15,8,2240.0,11.33,11935.21875,10310,7,5200.38414,5456.1,11.86,7.7502543375,16.107
med15,15,2240.0,9.17,9986.8125,8346,16,4353.37999,4565.4,9.53,7.79465678067,15.287
highwave20,40,2240.0,9.35,13943.5625,11378,41,6125.11084,6374.2,11.89,7.77839346703,15.286
medwave20,15,1216.0,7.98,11183.28125,9856,14,9115.6533,9417.5,9.36,7.81193910841,15.394
ramp20,2,2752.0,4.2,6716.86875,5099,2,2136.42046,2499.3,4.43,7.6575093119,15.33
highwave20,30,3008.0,9.39,14733.61875,11396,29,4678.53243,5015.7,11.91,7.92017094092,15.203
medwave20,-1,1728.0,8.13,14914.96875,10001,121,8135.89406,8838.5,9.46,8.03486030429,15.338
kill15,15,1984.0,4.64,5324.05625,4247,14,2538.98464,2747.9,4.76,7.79871790659,15.323
ramp20,40,2496.0,10.28,16539.9,12501,39,6059.49798,6785.6,11.83,7.8605476874,16.086
medwave20,-1,1216.0,7.97,13559.825,9930,103,11125.80714,11418.8,9.38,7.9691134257,16.105
highwave20,8,1216.0,7.48,10224.01875,9215,7,8345.62236,8609.7,8.43,7.81296551724,15.922
highwave20,10,1984.0,9.32,13473.375,11335,10,6406.61248,6954.0,11.83,7.82657549581,15.388
ramp20,6,1216.0,5.99,8300.50625,7422,6,6767.59551,6989.9,6.33,7.72681583199,15.538
high15,-1,1984.0,11.34,14724.80625,10413,103,7042.98422,7599.9,11.86,7.89988855078,15.925
high15,20,2752.0,11.4,14034.39375,10378,22,4533.16756,5222.1,11.91,7.87803096154,15.316
medwave20,40,2240.0,8.15,12387.375,9931,39,5419.09868,5662.8,9.53,7.87146389168,16.085
ramp20,15,1216.0,10.06,14026.9875,12393,14,11405.91048,11812.2,11.73,7.74867558636,16.492
high15,8,3008.0,11.39,12723.19375,10370,7,4023.90491,4331.3,11.91,7.85281112075,15.861
high15,10,1472.0,11.11,12003.26875,10183,9,7764.26296,8350.1,11.78,7.72749607535,15.362
highwave20,40,3008.0,9.39,15092.58125,11397,39,4796.28162,5137.9,11.89,7.90590774746,16.066
high15,2,3008.0,4.57,5058.66875,4152,1,1606.06997,1722.1,4.68,7.64372261016,15.196
highwave20,-1,1216.0,9.14,15075.90625,11362,103,12385.15339,12695.5,11.71,7.98483898823,16.51
med15,10,3008.0,9.2,10371.43125,8366,9,3291.26142,3530.7,9.51,7.98719976119,15.268
medwave20,6,2240.0,8.13,11618.6875,9873,5,4999.47561,5311.4,9.43,7.83181008301,15.312
medwave20,8,1984.0,8.16,11800.15,9925,7,5641.71051,6090.4,9.49,7.77923086992,15.317
highwave20,20,1216.0,9.12,12937.21875,11293,19,10515.75349,10894.5,11.73,7.90278730552,15.308
kill15,15,2496.0,4.65,5657.4375,4242,14,2098.36282,2321.0,4.76,7.75222908835,15.172
med15,40,2752.0,9.17,11859.13125,8363,39,3911.42006,4412.7,9.53,7.81154546537,15.24
med15,40,1216.0,8.93,10054.44375,8284,39,8214.0973,8466.9,9.36,7.82019223838,16.636
ramp20,10,2496.0,10.28,15581.23125,12462,9,5715.42876,6392.3,11.86,7.86318114025,15.396
ramp20,4,1728.0,5.47,8021.7,6673,3,4306.70815,4753.6,5.83,7.69571824446,15.332
med15,20,1216.0,8.95,9578.85,8275,19,7793.57533,8066.4,9.36,7.78939377864,15.259
kill15,2,1984.0,3.04,3300.53125,2782,1,1583.7815,1703.5,3.15,7.64063564499,15.15
kill15,15,2752.0,4.66,5957.91875,4253,14,1923.70715,2216.9,4.76,7.7154009843,15.217
high15,-1,1728.0,11.29,15315.4125,10412,117,8353.38176,9075.8,11.88,8.03045835312,15.25
high15,20,1472.0,11.21,12370.8375,10298,20,7989.1891,8605.8,11.79,7.86374685016,15.298
kill15,20,2496.0,4.66,5811.24375,4257,19,2141.65392,2384.1,4.76,7.65380589336,15.2
highwave20,30,1984.0,9.34,14019.94375,11363,29,6644.5906,7236.1,11.84,7.84751307935,15.315
kill15,4,1472.0,4.5,4872.40625,4142,3,3138.82015,3389.5,4.7,7.52133100121,16.634
kill15,6,1984.0,4.64,5091.16875,4230,5,2427.53162,2627.7,4.75,7.84697142857,15.306
debug1,30,2240.0,5.33,1213.40625,350,29,546.94334,554.7,5.34,7.99983113456,15.1
kill15,-1,2240.0,4.65,6521.375,4290,60,2883.01828,2981.2,4.76,7.59299954023,16.086
high15,20,1216.0,11.1,11785.34375,10269,19,9578.00969,9924.5,11.71,7.82579354588,17.184
debug1,40,2496.0,5.41,1667.49375,364,39,663.88333,684.1,5.41,7.44144913151,15.161
medwave20,30,1472.0,8.1,11994.35625,9912,29,7755.04445,8343.9,9.44,7.82846212655,15.303
medwave20,10,2752.0,8.16,13127.9,9901,9,4187.9287,4884.8,9.49,7.83946801211,15.29
debug1,20,1728.0,5.05,862.48125,322,19,490.31054,511.1,5.06,9.24183870968,15.272
high15,-1,3008.0,11.38,15770.2625,10407,89,5059.06216,5368.6,11.89,7.90912842988,15.982
debug1,-1,2496.0,5.45,3475.14375,421,96,1401.48797,1425.7,5.45,6.99210444874,16.799
med15,2,1472.0,2.33,2501.96875,2141,1,1610.87205,1740.5,2.41,7.57386788049,15.338
ramp20,2,3008.0,4.56,6752.725,5521,1,2158.17583,2298.8,4.73,7.67895852952,15.226
med15,8,1472.0,8.94,9645.3375,8203,7,6220.76639,6709.8,9.44,7.73118550548,18.613
medwave20,10,1216.0,7.96,11022.1375,9824,9,8988.06769,9281.8,9.34,7.78432197702,15.379
highwave20,8,1472.0,8.13,11659.13125,9923,8,7549.06946,8110.7,9.59,7.74415557346,15.598
highwave20,-1,2240.0,9.33,15728.78125,11411,101,6913.00833,7190.3,11.86,7.75553448575,15.305
kill15,15,1728.0,4.58,5589.50625,4216,22,3030.83458,3312.3,4.75,7.84942708825,15.197
debug1,30,2496.0,5.4,1334.04375,357,29,526.54887,547.3,5.4,7.73475129534,15.139
highwave20,40,1216.0,9.15,13377.06875,11305,39,10890.06597,11264.9,11.76,7.93727626939,16.261
high15,-1,2496.0,11.35,15864.225,10413,99,5909.92815,6508.4,11.86,7.81434503425,15.367
debug1,4,3008.0,5.58,518.46875,337,3,167.24946,176.5,5.59,8.16580882353,15.101
kill15,8,2240.0,4.63,4984.21875,4228,7,2187.2068,2278.5,4.75,7.69244439197,15.464
ramp20,30,1984.0,10.29,15393.4375,12517,29,7328.18953,7945.0,11.88,7.78160186514,15.308
highwave20,2,3008.0,4.55,6712.48125,5516,1,2129.75545,2285.1,4.7,7.62949465289,15.308
med15,15,1984.0,9.08,10131.575,8315,15,4837.50444,5229.2,9.49,7.8290062425,15.176
high15,20,2240.0,11.35,12323.9375,10339,19,5345.66835,5633.8,11.89,7.80403330759,15.167
medwave20,6,1984.0,8.04,11595.35625,9775,5,5547.51084,5984.7,9.39,7.68961513292,15.378
debug1,40,1472.0,4.7,1356.1375,325,39,922.91171,943.4,4.7,9.44458791209,15.233
kill15,10,1984.0,4.65,5197.34375,4249,9,2473.19608,2682.5,4.76,7.78054720526,15.35
medwave20,8,3008.0,8.18,12159.4875,9911,7,3858.94562,4139.4,9.53,7.92770346844,18.391
kill15,20,2240.0,4.65,5355.4375,4250,19,2348.62479,2448.2,4.76,7.73240243617,15.171
kill15,2,1216.0,1.82,1897.15,1698,1,1545.7762,1597.6,1.9,7.83423602119,16.176
medwave20,6,3008.0,8.18,12031.4125,9905,5,3818.73343,4095.8,9.49,7.84820877901,16.199
high15,6,2752.0,11.29,13674.80625,10245,5,4285.45129,5088.3,11.81,7.69708526829,15.344
highwave20,-1,1472.0,9.29,15268.55,11413,196,9879.7513,10621.6,11.76,7.93902627272,17.903
highwave20,-1,2752.0,9.39,17464.45,11464,91,5825.02376,6498.4,11.91,7.78131605366,15.342
ramp20,2,1984.0,3.17,4553.125,3858,1,2160.64523,2350.0,3.35,7.62006867064,15.319
high15,2,2240.0,3.65,3799.25,3329,1,1665.04841,1736.8,3.76,7.67844744745,15.216
high15,2,1216.0,2.04,2105.675,1901,1,1724.23142,1773.2,2.13,7.68792060988,15.366
ramp20,8,2496.0,10.28,15527.3625,12469,7,5670.13825,6370.2,11.88,7.87923725553,15.554
highwave20,10,1472.0,9.16,13228.45,11193,10,8533.57704,9202.4,11.73,7.75782754619,15.368
high15,15,1216.0,11.08,11687.96875,10263,14,9513.10714,9842.5,11.73,7.82063754014,15.265
medwave20,-1,2752.0,8.16,15927.46875,9969,92,5257.90528,5926.5,9.48,7.85717324322,15.576
debug1,-1,1728.0,5.04,3489.075,421,119,2041.76721,2067.6,5.04,11.8624981481,15.667
kill15,4,2752.0,4.66,5531.68125,4232,3,1770.42317,2058.3,4.76,7.78146304604,15.219
med15,15,1472.0,9.06,9962.7375,8314,14,6453.50447,6930.6,9.44,7.84228998559,18.262
highwave20,30,1472.0,9.27,13799.7125,11335,29,8910.27842,9599.8,11.84,7.87306529391,15.56
highwave20,-1,1984.0,9.32,15987.0875,11425,104,7661.51581,8251.4,11.86,7.81910599358,16.638
highwave20,40,1728.0,9.28,14389.65,11335,39,7737.27095,8527.2,11.83,7.91165412344,16.516
medwave20,4,1984.0,5.92,8547.28125,7207,3,4070.58501,4411.5,6.26,7.63179750347,15.384
debug1,6,3008.0,5.66,609.2375,349,5,197.55114,207.4,5.66,8.16802824859,15.118
highwave20,2,1984.0,3.08,4455.28125,3763,1,2130.99981,2299.5,3.33,7.70741339001,15.297
kill15,4,1216.0,3.58,3796.2,3345,3,3070.8857,3196.8,3.75,7.74652598566,16.16
highwave20,6,1728.0,7.68,11258.15625,9367,5,6050.54893,6671.5,8.69,7.82890514298,15.247
debug1,15,1472.0,4.75,699.2,302,14,469.77639,486.4,4.75,8.63396835443,15.162
high15,-1,2240.0,11.37,14666.75,10435,101,6444.77328,6704.8,11.88,7.73919286257,15.487
highwave20,10,1728.0,9.27,13614.58125,11291,9,7279.31246,8067.9,11.83,7.8547000885,15.3
med15,30,3008.0,9.17,11208.325,8363,31,3563.0944,3815.6,9.54,7.98741446271,17.295
kill15,-1,2752.0,4.66,7202.5,4288,52,2414.63814,2680.0,4.76,7.88646336406,15.294
high15,30,1472.0,11.22,12605.4375,10289,29,8100.91651,8769.0,11.79,7.84211804613,15.427
high15,4,2496.0,7.52,8562.20625,6845,4,3147.20018,3512.7,7.81,7.70141597313,15.212
ramp20,40,1984.0,10.26,15787.1375,12507,42,7470.97271,8148.2,11.86,7.90441772253,15.275
kill15,4,2240.0,4.64,5024.90625,4226,3,2161.70794,2297.1,4.75,7.72432182549,15.699
kill15,-1,1728.0,4.63,6879.43125,4294,73,3774.14575,4076.7,4.75,8.01115136249,15.444
ramp20,-1,1728.0,10.23,18000.5625,13164,122,9764.46501,10667.0,11.79,7.96089861508,15.37
high15,40,1216.0,11.07,12218.06875,10292,39,10000.28041,10288.9,11.69,7.9469485045,15.802
medwave20,8,1472.0,7.95,11563.39375,10473,8,7360.14759,8044.1,9.31,7.73406964984,15.32
kill15,4,1984.0,4.62,5041.18125,4217,3,2418.20791,2601.9,4.75,7.80984004739,15.243
med15,10,1984.0,9.15,10015.325,8348,9,4737.594,5169.2,9.51,7.77455749671,15.325
debug1,15,1216.0,4.13,662.50625,268,14,549.03731,557.9,4.13,8.25972340426,15.196
high15,40,2240.0,11.36,12786.8125,10366,39,5617.28412,5845.4,11.86,7.78048361365,15.403
med15,40,1984.0,9.13,10747.50625,8363,39,5120.30545,5547.1,9.48,7.72017186384,15.276
highwave20,20,2240.0,9.32,13506.28125,11334,19,5882.29871,6174.3,11.86,7.85563296045,16.426
med15,20,2240.0,9.16,10076.28125,8361,19,4399.48761,4606.3,9.51,7.87065918854,15.79
high15,10,2496.0,11.34,12954.825,10315,9,4760.4837,5314.8,11.88,7.8867520341,16.72
med15,10,1728.0,9.1,10101.20625,8323,9,5436.85826,5985.9,9.46,7.85771783485,15.429
