patternName,concurrency,memorySize,averageRps,rpsScore,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
highwave20,19,1088.0,0.71,-0.3,13304.51875,11261,18,11885.56257,12521.9,0.99,7.96941590567,16.311
med15,7,2368.0,9.12,0.89,10093.6,8322,7,4105.11128,4364.8,9.49,7.8926180814,15.303
ramp20,14,2880.0,10.3,0.93,15497.71875,12505,13,5183.47579,5510.3,11.88,7.88518301646,16.019
med15,18,2368.0,9.14,0.89,10609.51875,8346,17,4312.97398,4587.9,9.51,7.84380628961,17.474
high15,16,1856.0,11.3,0.95,12195.76875,10332,15,6412.99177,6728.7,11.86,7.88418169518,17.535
highwave20,16,1344.0,9.21,0.94,13461.525,11303,16,9511.52436,10256.4,11.78,7.7986360986,16.326
high15,8,1600.0,9.81,0.78,10340.15625,8988,8,6345.20044,6617.7,10.34,7.66925744775,15.338
highwave20,4,1344.0,4.33,0.16,6344.3625,5327,3,4440.53049,4833.8,4.58,7.7530467167,15.421
highwave20,20,1344.0,9.17,0.93,13853.30625,11292,20,9790.07352,10554.9,11.73,7.85938711103,16.765
ramp20,2,1600.0,2.57,-0.3,3646.875,3138,3,2239.02665,2334.0,2.66,7.68439350525,15.34
ramp20,9,2624.0,10.28,0.92,16387.7,12470,9,5606.26744,6395.2,11.88,7.83887266608,15.253
high15,18,1600.0,11.23,0.95,12308.90625,10311,18,7523.97206,7877.7,11.84,7.81483744796,19.249
high15,11,1088.0,0.54,-0.3,10121.8,8581,10,9010.48062,9526.4,0.81,7.87273064835,16.64
ramp20,4,2624.0,7.49,0.12,11852.075,9098,3,3993.98201,4625.2,7.9,7.64502307439,15.372
highwave20,2,1344.0,2.15,-0.18,3176.90625,2654,1,2231.58578,2420.5,2.26,7.68556986817,15.315
highwave20,13,1600.0,9.27,0.95,12968.28125,11333,12,7999.65654,8299.7,11.81,7.85022177171,17.416
med15,2,2624.0,3.69,-0.3,4407.24375,3363,2,1496.57513,1719.9,3.81,7.66613937593,15.283
high15,15,2368.0,11.35,0.96,12629.025,10338,15,5126.77914,5461.2,11.88,7.8783697479,15.345
high15,5,1088.0,0.1,-0.3,4757.025,4005,4,4214.13122,4477.2,0.28,7.90211698678,15.493
med15,16,2368.0,9.15,0.9,10315.6,8350,15,4191.68718,4460.8,9.49,7.86686323969,15.338
ramp20,17,2368.0,10.29,0.92,15375.8125,12507,20,6238.46895,6649.0,11.88,7.86870008781,15.772
med15,16,1344.0,9.02,0.85,10033.14375,8314,15,7082.01281,7644.3,9.43,7.75489890743,15.689
high15,17,2112.0,11.33,0.96,13393.4625,10697,16,5699.82823,6493.8,11.86,7.82604489872,15.832
highwave20,13,2624.0,9.35,0.96,15008.30625,11348,12,5071.4073,5856.9,11.89,7.87066285211,15.299
med15,15,1344.0,8.91,0.81,10034.19375,8256,15,7063.05025,7645.1,9.38,7.91930891065,19.564
highwave20,2,1856.0,2.83,-0.07,4069.60625,3462,1,2110.42179,2245.3,2.95,7.70920733468,15.211
ramp20,3,2624.0,5.65,-0.3,8915.45,6864,2,2990.39311,3479.2,5.96,7.63339280513,15.322
ramp20,5,1856.0,7.13,0.02,10361.7,8697,5,5360.97925,5716.8,7.5,7.67927763732,16.066
high15,16,1088.0,0.88,-0.29,12034.725,10265,15,10738.63625,11326.8,1.23,7.95706245136,15.969
high15,3,1088.0,0.08,-0.3,2851.5375,2436,2,2531.92025,2683.8,0.16,7.75850820345,15.381
ramp20,6,2368.0,9.91,0.81,14342.5875,12026,5,5816.50549,6202.2,11.11,7.73802086277,16.041
ramp20,18,2112.0,10.24,0.91,16093.48125,12466,18,6975.29411,7802.9,11.83,7.82377731496,16.054
med15,10,2368.0,9.16,0.9,10325.08125,8353,9,4195.69938,4464.9,9.51,7.92143554174,15.328
med15,20,2880.0,9.16,0.9,11509.59375,8362,19,3719.47162,4092.3,9.51,7.7980661019,16.638
med15,5,1088.0,0.33,-0.3,4738.85625,4070,4,4231.39643,4460.1,0.45,7.74390230731,15.389
med15,14,2624.0,9.15,0.9,11254.24375,8340,13,3793.34764,4391.9,9.49,7.84009972465,16.124
high15,12,1088.0,1.53,-0.21,10841.21875,9375,12,9749.78433,10203.5,2.1,7.92057015021,15.882
med15,4,2368.0,7.15,0.18,7827.11875,6514,3,3184.74545,3384.7,7.45,7.71787494246,15.332
ramp20,18,2368.0,10.26,0.91,15424.8375,12479,17,6265.93628,6670.2,11.83,7.85923015365,16.417
med15,10,1600.0,8.71,0.74,9894.375,8306,9,6056.00029,6332.4,9.26,7.88998460613,15.704
high15,9,2624.0,11.35,0.96,13698.1,10332,8,4671.89495,5345.6,11.88,7.83827408124,15.378
med15,17,2368.0,9.14,0.89,10404.8625,8347,18,4234.76437,4499.4,9.51,7.89980047818,15.497
highwave20,9,1600.0,8.94,0.9,12884.53125,10944,9,7861.45271,8246.1,11.33,7.74694321191,16.126
ramp20,3,1344.0,3.24,-0.3,4788.65625,4014,2,3371.27746,3648.5,3.43,7.77076917331,15.388
highwave20,7,2880.0,9.35,0.96,13994.4375,11334,6,4636.67026,4975.8,11.91,7.81038500882,15.238
highwave20,1,1344.0,1.06,-0.3,1583.00625,1311,1,1113.30065,1206.1,1.16,7.68308612805,15.326
med15,6,2624.0,9.15,0.9,10945.4625,8329,5,3709.19949,4271.4,9.51,7.82213726902,15.684
med15,9,2112.0,9.14,0.89,10718.4,8344,8,4624.98793,5196.8,9.48,7.85522425766,15.202
highwave20,7,1600.0,7.92,0.73,11081.71875,9661,7,6797.36515,7092.3,9.16,7.74971431527,15.343
highwave20,5,1344.0,5.3,0.32,7779.84375,6509,5,5480.51028,5927.5,5.75,7.73803699724,15.235
highwave20,2,1600.0,2.47,-0.13,3538.125,3023,1,2158.77239,2264.4,2.61,7.61589087302,16.111
highwave20,2,2624.0,3.7,0.06,5834.55625,4498,2,1959.93045,2276.9,4.01,7.60813288889,15.149
ramp20,12,1344.0,10.11,0.87,14669.025,12427,11,10345.3403,11176.4,11.74,7.8322828429,17.23
med15,4,2880.0,8.16,0.54,9180.0,7420,3,3022.75631,3264.0,8.54,7.68045305133,15.917
med15,15,1600.0,9.08,0.87,9707.96875,8328,15,5982.43287,6213.1,9.44,7.93742562627,16.056
highwave20,15,1600.0,9.26,0.95,13130.46875,11320,14,8089.65219,8403.5,11.83,7.77124977942,16.165
ramp20,11,2368.0,10.3,0.93,15189.19375,12493,10,6158.79673,6568.3,11.89,7.93645717028,16.457
ramp20,20,2368.0,10.27,0.92,16160.90625,12504,20,6566.0631,6988.5,11.88,7.83566065155,16.103
highwave20,19,1856.0,9.3,0.95,13770.83125,11337,19,7141.44722,7597.7,11.84,7.91278513561,17.441
high15,1,2624.0,1.93,-0.16,2280.36875,1765,0,775.86204,889.9,1.98,7.67318866856,15.148
highwave20,4,2368.0,7.17,0.61,10378.26875,8715,4,4200.77805,4487.9,7.73,7.67157128111,16.008
high15,16,2880.0,11.37,0.96,13007.53125,10345,17,4353.36935,4624.9,11.89,7.84778710674,16.938
high15,3,2880.0,6.54,0.39,7283.8125,5957,2,2420.3238,2589.8,6.79,7.65143060916,15.253
ramp20,3,2112.0,4.77,-0.3,7335.28125,5806,2,3161.73426,3556.5,5.06,7.68208195592,15.248
high15,7,2368.0,11.28,0.95,12364.0125,10281,6,5032.32131,5346.6,11.88,7.77414173228,16.074
ramp20,5,2624.0,9.14,0.59,14555.0,11093,4,4984.38599,5680.0,9.74,7.62154131747,15.275
high15,7,2624.0,11.35,0.96,13531.79375,10326,6,4545.79137,5280.7,11.89,7.77988501742,15.795
med15,6,1088.0,0.08,-0.3,5676.0875,4753,5,5037.79514,5342.2,0.2,7.81199285414,24.333
ramp20,19,1088.0,0.59,-0.3,14720.61875,12402,20,13117.25085,13854.7,1.51,7.91895813879,18.862
highwave20,4,2112.0,6.45,0.5,9856.06875,7849,3,4224.53406,4778.7,6.73,7.65920020377,15.356
ramp20,7,1088.0,0.41,-0.3,8843.50625,7563,7,7853.082,8323.3,0.8,7.82370330251,16.097
med15,11,1600.0,9.06,0.86,9744.53125,8601,10,5969.46858,6236.5,9.46,7.85807351063,17.224
highwave20,11,1344.0,9.07,0.92,13362.16875,11187,10,9415.33714,10180.7,11.66,7.77692319371,15.287
high15,5,2368.0,8.74,0.65,9782.3375,7974,5,3985.15916,4230.2,9.23,7.66920955007,20.598
ramp20,5,2880.0,9.02,0.56,15120.28125,10963,4,4850.65275,5376.1,9.89,7.64094437859,15.308
med15,8,2112.0,9.13,0.89,10605.7875,8339,7,4601.18503,5142.2,9.49,7.8023136832,15.333
high15,2,2112.0,3.27,-0.0,3763.65,2991,1,1621.54226,1824.8,3.36,7.7687881016,15.46
ramp20,5,1600.0,6.38,-0.19,8946.71875,7782,4,5489.49489,5725.9,6.65,7.63721024917,15.278
high15,13,2368.0,11.34,0.96,12616.075,10338,14,5124.95971,5455.6,11.86,7.84954549845,15.322
ramp20,20,1344.0,10.09,0.87,15119.60625,12429,21,10657.74397,11519.7,11.69,7.85269903614,16.194
med15,15,1856.0,9.18,0.91,7894.1625,8366,2079,4037.63691,4355.4,9.59,7.99928654859,16.782
ramp20,9,2368.0,10.25,0.91,15141.325,12452,8,6135.1426,6547.6,11.86,7.85795136437,15.268
med15,3,2112.0,4.69,-0.3,5424.16875,4281,2,2326.99911,2629.9,4.91,7.75592715386,15.289
med15,8,1088.0,0.79,-0.3,7506.24375,6458,7,6719.07381,7064.7,1.23,7.79910595514,15.406
high15,15,1600.0,11.26,0.95,11888.125,10314,14,7324.43655,7608.4,11.81,7.84649176995,17.343
med15,14,2368.0,9.17,0.9,10219.4,8357,13,4125.36289,4419.2,9.51,7.89950059737,15.279
ramp20,20,1088.0,0.69,-0.3,14747.075,12402,22,13165.16686,13879.6,1.46,7.86263506117,16.494
highwave20,17,2880.0,9.37,0.96,14716.125,11367,16,4797.2792,5232.4,11.91,7.82924975841,16.814
med15,18,1600.0,9.05,0.86,10145.78125,8315,17,6161.06602,6493.3,9.44,7.80096927508,16.583
highwave20,1,2624.0,1.85,-0.23,2911.25625,2249,0,1000.15083,1136.1,1.98,7.62100044464,15.396
med15,4,2624.0,7.3,0.24,8697.89375,6650,3,2941.36034,3394.3,7.58,7.69191642868,15.721
highwave20,20,2624.0,9.32,0.96,15573.3375,11349,19,5404.90519,6077.4,11.88,7.81323715693,15.569
ramp20,9,1600.0,9.93,0.82,14147.96875,12151,8,8668.01991,9054.7,11.31,7.7904867999,15.513
highwave20,17,1088.0,0.86,-0.3,13153.75,11227,16,11766.94436,12380.0,1.21,7.93273788135,15.91
high15,17,2368.0,11.36,0.96,12732.1625,10353,16,5179.34202,5505.8,11.89,7.82214041856,15.653
med15,7,1856.0,9.08,0.87,9692.8875,8294,6,5077.04279,5347.8,9.44,7.76441831325,15.603
med15,15,2624.0,9.17,0.9,11235.28125,8349,14,3777.77008,4384.5,9.53,7.83285674997,15.869
highwave20,6,1856.0,7.71,0.7,11552.33125,9403,5,5856.52068,6373.7,8.76,7.74715125425,16.098
ramp20,19,2112.0,10.28,0.92,16134.31875,12514,22,6937.93656,7822.7,11.84,7.8443897575,16.108
ramp20,4,1344.0,4.44,-0.3,6467.86875,5451,4,4531.22444,4927.9,4.7,7.72680091659,15.21
highwave20,2,1088.0,0.01,-0.3,2517.4875,2147,1,2217.21541,2369.4,0.11,7.90859124767,15.324
ramp20,8,2880.0,10.31,0.93,18130.21875,18038,7,5289.8294,6446.3,11.89,7.78321917429,16.664
med15,9,1344.0,8.84,0.79,9884.4375,8175,8,6953.84566,7531.0,9.43,7.69864719541,16.07
highwave20,11,1856.0,9.28,0.95,13448.75,11322,10,7020.23911,7420.0,11.83,7.92614031062,16.01
ramp20,2,1344.0,2.24,-0.3,3285.1875,2764,1,2290.1902,2503.0,2.31,7.7231164557,15.192
ramp20,17,2112.0,10.27,0.92,16018.2,12497,17,6841.29981,7766.4,11.88,7.84728440147,16.317
high15,18,2112.0,11.35,0.96,13385.41875,10358,17,5809.79336,6489.9,11.89,7.74895055422,15.354
med15,3,1600.0,3.87,-0.3,4076.875,3543,3,2505.16988,2609.2,4.01,7.69792442188,15.673
high15,3,2624.0,5.77,0.3,6803.95,5249,2,2312.31602,2655.2,6.09,7.62577870882,15.159
highwave20,12,1856.0,9.3,0.95,13096.94375,11328,11,6911.87038,7225.9,11.88,7.87360199312,16.665
med15,17,1344.0,9.01,0.85,10085.90625,8502,16,7096.13998,7684.5,9.44,7.79963336464,17.724
high15,19,2368.0,11.34,0.96,12756.675,10341,18,5173.32673,5516.4,11.88,7.80285355729,15.42
highwave20,12,2368.0,9.33,0.96,13633.1125,11331,11,5492.64484,5895.4,11.88,7.80588723329,16.079
ramp20,17,2880.0,10.32,0.93,15085.6875,12516,1122,4861.13409,5363.8,11.91,7.93809957472,15.864
ramp20,7,1344.0,7.52,0.13,10940.86875,9238,7,7702.97244,8335.9,7.93,7.74364618713,16.268
highwave20,2,2880.0,4.13,0.13,6673.78125,5021,1,2098.55194,2372.9,4.48,7.65359737157,15.215
high15,4,2112.0,6.49,0.38,7485.225,5923,4,3210.93346,3629.2,6.73,7.70561346381,15.22
high15,20,2880.0,11.37,0.96,13926.9375,10355,19,4518.07331,4951.8,11.89,7.74915635242,15.267
high15,13,2624.0,11.36,0.96,13783.175,10346,12,4655.01376,5378.8,11.86,7.89078461093,16.074
med15,2,1856.0,2.93,-0.3,3301.83125,2694,2,1679.62481,1821.7,3.06,7.68092099407,15.339
med15,19,1344.0,8.95,0.82,10193.925,8280,18,7157.97599,7766.8,9.34,7.82142239094,17.433
high15,8,1344.0,11.37,0.96,3150.2625,10319,8782,1665.16027,2400.2,11.98,7.79537882833,15.475
high15,5,2880.0,9.98,0.8,11645.71875,9070,4,3748.00893,4140.7,10.53,7.68666839321,15.872
ramp20,5,1344.0,5.39,-0.3,7878.54375,6632,5,5546.83266,6002.7,5.66,7.7574236854,15.336
ramp20,12,2368.0,10.24,0.91,15061.775,12454,13,6114.43837,6513.2,11.86,7.93613307131,16.127
med15,5,1856.0,7.05,0.15,7842.50625,6450,4,4008.69815,4326.9,7.41,7.61096265882,15.37
highwave20,15,1856.0,9.5,0.98,3196.8875,11447,10603,988.5476,1763.8,11.96,7.7730646712,15.842
highwave20,5,1600.0,6.09,0.44,8616.25,7436,4,5275.51643,5514.4,6.56,7.64637688172,15.377
ramp20,7,2880.0,10.29,0.92,15336.5625,12474,6,5078.97856,5453.0,11.89,7.82741883013,16.1
med15,2,2368.0,3.62,-0.3,3982.125,3304,1,1624.02928,1722.0,3.76,7.68868956127,15.998
med15,3,1344.0,3.28,-0.3,3626.04375,3028,2,2533.32401,2762.7,3.43,7.73207557756,15.234
highwave20,15,2880.0,9.37,0.96,14054.0625,11367,15,4712.2055,4997.0,11.91,7.84458917589,15.482
ramp20,13,1088.0,0.79,-0.3,14260.6625,12276,12,12702.46123,13421.8,1.13,7.91538012695,16.066
high15,14,2368.0,11.36,0.96,12648.45,10361,14,5142.03625,5469.6,11.88,7.82385079518,16.669
ramp20,8,1088.0,0.41,-0.3,10069.41875,8692,8,8934.23293,9477.1,0.61,7.90662517241,16.125
highwave20,10,1600.0,9.19,0.93,12975.3125,11261,9,7972.30311,8304.2,11.83,7.78277062999,15.252
ramp20,6,1088.0,0.17,-0.3,7592.73125,6431,6,6732.55857,7146.1,0.31,7.77636243592,17.181
high15,9,2112.0,11.27,0.95,13268.475,10317,9,5741.68709,6433.2,11.78,7.83270317645,16.367
highwave20,18,2112.0,9.32,0.96,14668.5,11349,18,6322.57217,7112.0,11.86,7.8112368259,15.575
ramp20,16,1344.0,10.12,0.87,14998.59375,12432,16,10485.16274,11427.5,11.76,7.81183290488,16.761
med15,11,2368.0,9.15,0.9,10254.0875,8329,10,4154.9296,4434.2,9.53,7.90091509773,15.822
ramp20,7,,,0,,,,,,,,
high15,5,1600.0,6.26,0.35,6679.6875,5736,4,4092.29115,4275.0,6.54,7.65554547038,15.389
ramp20,6,2624.0,10.14,0.88,16148.61875,12310,5,5509.6511,6301.9,11.63,7.75540836378,19.608
high15,9,1088.0,0.51,-0.3,8399.80625,7070,10,7497.29596,7905.7,0.86,7.83480706215,15.463
med15,15,2368.0,9.15,0.9,10302.65,8353,14,4176.37507,4455.2,9.51,7.90885466714,16.855
highwave20,16,1600.0,9.26,0.95,13043.75,11316,15,8051.22934,8348.0,11.83,7.82480284176,15.962
high15,16,1600.0,11.27,0.95,11975.0,10337,15,7393.24891,7664.0,11.83,7.84396010433,16.952
med15,19,1088.0,0.31,-0.3,9970.81875,8251,18,8859.18002,9384.3,0.48,7.93806639255,16.261
high15,12,2112.0,11.35,0.96,13158.3375,10344,11,5613.84627,6379.8,11.89,7.94337286335,15.933
high15,9,2880.0,11.37,0.96,13276.6875,10336,8,4355.56585,4720.6,11.89,7.88395736659,15.818
ramp20,4,1088.0,0.02,-0.3,5110.09375,4335,3,4510.43396,4809.5,0.11,7.83094006455,16.696
ramp20,15,2880.0,10.34,0.94,15440.625,12538,16,5188.88372,5490.0,11.88,7.81811382826,15.242
highwave20,9,1088.0,0.24,-0.3,10629.35625,8981,8,9442.49762,10004.1,0.94,7.87614962732,17.04
med15,7,2112.0,9.13,0.89,10576.70625,8327,6,4539.15808,5128.1,9.49,7.78649873995,16.352
highwave20,8,1856.0,9.17,0.93,13240.675,11173,7,6852.66418,7305.2,11.63,7.81151019678,15.554
highwave20,3,2368.0,5.44,0.34,7825.73125,6609,2,3159.31777,3384.1,5.84,7.63306595069,16.222
ramp20,10,1088.0,0.44,-0.3,12196.225,10435,9,10870.24982,11478.8,0.66,7.81391076216,15.298
med15,5,2368.0,8.59,0.7,9479.8625,7822,4,3862.15995,4099.4,9.04,7.68847163302,15.309
highwave20,14,2624.0,9.35,0.96,15144.11875,11351,13,5086.41912,5909.9,11.89,7.84690777895,16.384
ramp20,12,2112.0,10.27,0.92,15857.53125,12484,12,6744.20518,7688.5,11.88,7.86441293214,16.83
med15,2,1600.0,2.56,-0.3,2766.09375,2358,1,1678.23263,1770.3,2.68,7.69483001272,15.189
highwave20,12,2880.0,9.36,0.96,13890.09375,11350,11,4659.46247,4938.7,11.91,7.80916847109,16.705
highwave20,14,1088.0,1.26,-0.3,12957.29375,11255,13,11637.92827,12195.1,2.61,7.86742527512,17.727
highwave20,9,2624.0,9.33,0.96,15338.1,11332,8,5288.65568,5985.6,11.86,7.88470961199,16.168
high15,17,1856.0,11.3,0.95,12290.74375,10334,16,6451.81944,6781.1,11.86,7.86965198068,15.778
ramp20,11,1344.0,10.03,0.85,14840.56875,12350,10,10408.51228,11307.1,11.61,7.79287427184,16.101
ramp20,11,2624.0,10.3,0.93,16592.44375,12498,12,5636.31664,6475.1,11.89,7.88610047962,16.105
high15,20,2624.0,11.37,0.96,14143.4625,10365,19,4866.73328,5519.4,11.88,7.81121696841,16.682
highwave20,18,1600.0,9.24,0.94,13615.78125,11306,17,8259.94272,8714.1,11.79,7.80412081604,15.551
med15,10,1856.0,9.09,0.88,9753.96875,8324,9,5137.65999,5381.5,9.48,7.91682227289,15.367
highwave20,11,2112.0,9.31,0.95,14432.34375,11318,10,6218.08955,6997.5,11.88,7.89505623234,15.304
med15,9,2368.0,9.14,0.89,10211.76875,8332,8,4136.76808,4415.9,9.51,7.98874220624,15.507
high15,9,1600.0,10.7,0.88,11566.09375,9831,8,7057.71683,7402.3,11.39,7.70760493953,16.725
high15,11,1600.0,11.22,0.95,12004.53125,10297,11,7357.95721,7682.9,11.83,7.76784138533,16.064
med15,1,2624.0,1.86,-0.3,2208.61875,1699,0,760.97932,861.9,1.9,7.75419658623,15.729
med15,11,1856.0,9.09,0.88,9962.40625,8346,10,5199.15601,5496.5,9.44,7.82276184777,15.315
med15,8,2880.0,9.19,0.91,10566.28125,8354,7,3463.48878,3756.9,9.53,7.80049742854,16.463
high15,18,1856.0,11.29,0.95,12802.05,10324,17,6561.63546,7063.2,11.83,7.82430964123,16.504
highwave20,18,1856.0,9.28,0.95,14157.25625,11320,17,7202.44825,7810.9,11.81,7.86888462556,15.948
high15,20,2368.0,11.35,0.96,13548.70625,10384,19,5490.11459,5858.9,11.88,7.82846284726,15.194
high15,19,1344.0,11.12,0.93,12570.8625,10283,18,8807.27197,9577.8,11.71,7.84165896515,16.191
med15,15,2112.0,9.14,0.89,10762.33125,8339,14,4586.66471,5218.1,9.49,7.80646629953,15.766
high15,7,1856.0,9.82,0.78,10483.8625,8966,6,5479.36316,5784.2,10.31,7.7078349309,15.325
high15,14,2880.0,11.36,0.96,12869.15625,10340,14,4317.33453,4575.7,11.88,7.87095856674,15.351
highwave20,4,1088.0,0.14,-0.3,5016.9125,4265,4,4452.67159,4721.8,0.28,7.89634738815,16.147
highwave20,3,2880.0,6.45,0.5,9449.71875,7824,2,3155.97613,3359.9,6.91,7.64057334526,16.695
ramp20,17,1600.0,10.2,0.9,14431.875,12465,16,8883.83046,9236.4,11.79,7.79168736479,16.242
med15,18,2880.0,9.15,0.9,11044.6875,8332,17,3610.08969,3927.0,9.48,7.83459887412,15.398
ramp20,3,2368.0,5.54,-0.3,7990.15,6727,2,3245.27869,3455.2,5.79,7.68781765493,15.325
med15,17,2880.0,9.17,0.9,10808.4375,8346,16,3576.23426,3843.0,9.53,7.86482444391,16.66
high15,14,1088.0,1.51,-0.21,11925.925,10197,14,10684.56654,11224.4,2.03,7.93645499951,16.243
med15,17,1856.0,9.09,0.88,10026.93125,8325,16,5247.26781,5532.1,9.44,7.84029444911,16.809
ramp20,16,2112.0,10.28,0.92,16106.68125,12519,18,6867.27491,7809.3,11.89,7.90168158252,17.541
med15,13,2880.0,9.2,0.91,10565.4375,8364,12,3535.03074,3756.6,9.51,7.89982664756,15.923
ramp20,16,2624.0,10.29,0.92,16719.2875,12489,18,5645.46455,6524.6,11.89,7.92660494123,16.819
med15,11,1344.0,8.96,0.83,10004.00625,8294,10,7034.78896,7622.1,9.38,7.8454208815,15.725
highwave20,15,2368.0,9.33,0.96,13767.2375,11338,14,5558.9763,5953.4,11.88,7.83252369626,16.523
high15,3,1856.0,4.28,0.12,4607.375,3913,3,2399.8798,2542.0,4.46,7.73389172625,15.191
high15,11,1344.0,10.95,0.91,12205.2,10119,10,8566.3872,9299.2,11.63,7.7802259848,17.36
high15,17,2624.0,11.34,0.96,13860.05,10322,16,4729.8993,5408.8,11.91,7.82993789901,18.196
ramp20,14,1856.0,10.24,0.91,14699.7375,12486,15,7727.0969,8110.2,11.88,7.89959507239,18.526
highwave20,9,1344.0,8.12,0.77,12132.09375,10042,10,8549.32017,9243.5,9.79,7.78157560684,15.51
high15,19,2880.0,11.4,0.97,13525.875,10378,18,4440.0308,4809.2,11.89,7.79749326664,15.713
med15,19,2880.0,9.16,0.9,10805.90625,8345,18,3590.45932,3842.1,9.53,7.76973992586,15.774
high15,1,2368.0,1.85,-0.17,2050.725,1693,1,827.79836,886.8,1.96,7.65177744982,15.117
highwave20,1,2368.0,1.82,-0.23,2640.875,2212,0,1078.86673,1142.0,1.91,7.64642766727,15.322
ramp20,5,2112.0,7.84,0.22,12010.7625,9536,4,5161.84309,5823.4,8.33,7.6536091195,15.274
med15,3,2880.0,6.43,-0.07,7286.90625,5840,3,2422.77642,2590.9,6.79,7.69018261167,15.453
highwave20,8,1088.0,0.84,-0.3,9771.49375,8460,7,8739.2203,9196.7,1.75,7.8600274005,17.568
ramp20,19,2368.0,10.27,0.92,15330.95,12487,18,6240.56411,6629.6,11.84,7.82836073571,16.115
highwave20,4,2624.0,7.31,0.64,11460.0125,8866,4,3913.59925,4472.2,7.95,7.6444145434,16.271
high15,11,2624.0,11.37,0.96,13753.45,10346,10,4670.55595,5367.2,11.88,7.86754219776,15.587
high15,20,2112.0,11.34,0.96,13513.5,10350,19,5909.81816,6552.0,11.88,7.79864181695,15.417
ramp20,2,1856.0,2.93,-0.3,4283.6625,3579,2,2202.6511,2363.4,3.1,7.74129824071,15.548
high15,17,1600.0,11.28,0.95,12046.40625,10330,16,7418.21395,7709.7,11.83,7.84855422385,16.088
med15,9,1856.0,9.08,0.87,10094.71875,8316,8,5213.79433,5569.5,9.48,7.901177679,15.929
highwave20,8,2624.0,9.34,0.96,15189.475,11337,7,5194.69637,5927.6,11.91,7.81457263752,17.418
high15,1,1600.0,1.29,-0.24,1338.28125,1187,0,823.38208,856.5,1.31,7.57937068239,15.189
ramp20,6,2112.0,9.31,0.64,14245.06875,11317,5,6136.87213,6906.7,10.09,7.65214405582,15.432
high15,6,2368.0,10.32,0.84,11400.1625,9404,5,4622.55611,4929.8,11.08,7.67413125731,16.099
med15,19,1600.0,9.05,0.86,9894.375,8319,18,6092.0738,6332.4,9.46,7.92952656831,16.103
med15,2,1088.0,0.07,-0.3,1927.1625,1644,1,1711.69252,1813.8,0.34,7.72084012158,15.35
ramp20,13,1856.0,10.25,0.91,14491.48125,12471,14,7652.50514,7995.3,11.86,7.83972318783,18.115
med15,13,1600.0,9.1,0.88,9629.375,8332,12,5951.9126,6162.8,9.48,7.85309240173,16.896
ramp20,19,1344.0,10.1,0.87,15150.05625,12439,18,10640.27613,11542.9,11.74,7.80753054508,15.652
high15,10,2624.0,11.37,0.96,13721.41875,10347,9,4659.75557,5354.7,11.86,7.87613026265,15.294
med15,12,1600.0,9.07,0.87,9673.75,8322,11,5956.89768,6191.2,9.48,7.95586943478,15.266
ramp20,17,1088.0,0.63,-0.3,14620.31875,12416,18,13021.3124,13760.3,1.01,7.9300394885,18.478
ramp20,18,1856.0,10.21,0.9,15267.95625,12457,18,7867.26457,8423.7,11.86,7.8144955511,15.834
highwave20,7,2368.0,9.3,0.95,13520.49375,11297,6,5484.01011,5846.7,11.79,7.76316234628,15.253
med15,7,1600.0,8.55,0.68,9083.125,7844,6,5582.12132,5813.2,9.06,7.6877755414,15.919
highwave20,17,2624.0,9.36,0.96,15148.9875,11357,16,5168.87655,5911.8,11.86,7.81963861778,15.265
highwave20,20,2368.0,9.32,0.96,14614.5375,11362,19,5900.77174,6319.8,11.84,7.83779667867,15.367
highwave20,6,2624.0,9.22,0.94,14578.31875,11186,5,4905.74946,5689.1,11.73,7.73720999017,15.282
high15,15,2112.0,11.33,0.96,13328.7,10345,14,5696.01901,6462.4,11.89,7.92333883579,16.542
highwave20,16,2112.0,9.31,0.95,14563.3125,11335,16,6260.05074,7061.0,11.84,7.82339996476,15.565
highwave20,9,2368.0,9.35,0.96,13926.10625,11356,9,5654.58289,6022.1,11.88,7.8461533656,15.315
med15,13,1088.0,1.67,-0.3,9483.98125,8241,12,8561.80137,8926.1,2.33,7.88590536775,15.856
med15,19,2624.0,9.15,0.9,11396.20625,8339,18,3899.01542,4447.3,9.49,7.87281548403,16.396
med15,1,1856.0,1.5,-0.3,1627.2625,1380,0,842.49206,897.8,1.55,7.70410289855,15.171
high15,5,1344.0,5.31,0.24,6030.15,4913,5,4238.07469,4594.4,5.61,7.79494408296,15.771
highwave20,8,2368.0,9.33,0.96,13549.8625,11358,7,5493.97615,5859.4,11.86,7.81659560053,16.998
highwave20,19,1600.0,9.25,0.94,13205.0,11320,19,8104.49725,8451.2,11.83,7.85645197989,16.413
high15,19,2112.0,11.35,0.96,13402.33125,10361,19,5732.91769,6498.1,11.88,7.86004181118,16.266
high15,14,2112.0,11.33,0.96,13210.10625,10339,13,5611.50232,6404.9,11.88,7.85764982612,15.536
med15,8,1856.0,9.1,0.88,9686.3625,8318,7,5087.16799,5344.2,9.48,7.75628096096,16.629
ramp20,11,2880.0,10.3,0.93,15352.3125,12492,11,5132.16633,5458.6,11.86,7.88772350636,15.216
highwave20,17,1600.0,9.26,0.95,13202.8125,11325,16,8123.89705,8449.8,11.84,7.79695097434,15.689
